Order_ID,Order_Date,Region,City,Category,Product,Quantity,Unit_Price,Discount_%,Final_Unit_Price,Total_Sales,Profit,Payment_Method,Customer_Age,Customer_Gender
462,2023-10-23,West,Hyderabad,Sports,Cricket Bat,2,3479.92,5,3305.92,6611.84,2108.58,Card,56,Other
463,2023-04-29,West,Delhi,Sports,Yoga Mat,3,470.36,15,399.81,1199.43,492.75,Wallet,37,Other
464,2023-12-29,North,Hyderabad,Grocery,Cooking Oil,4,2344.31,10,2109.88,8439.52,2577.84,Cash,47,Female
465,2024-08-27,North,Delhi,Beauty,Makeup Kit,5,174.04,10,156.64,783.2,303.9,Wallet,44,Female
466,2024-04-16,South,Pune,Beauty,Body Lotion,2,2308.36,0,2308.36,4616.72,1580.18,UPI,19,Female
467,2024-12-30,North,Hyderabad,Beauty,Perfume,5,953.0,10,857.7,4288.5,2008.0,Cash,27,Other
468,2023-10-06,West,Hyderabad,Grocery,Cooking Oil,5,4729.21,10,4256.29,21281.45,5003.3,Card,39,Female
469,2023-06-20,West,Chennai,Electronics,Speaker,4,3535.58,0,3535.58,14142.32,6856.96,Cash,18,Female
470,2024-05-14,East,Delhi,Clothing,Kurta,1,1989.51,0,1989.51,1989.51,671.27,Cash,36,Other
471,2023-10-01,West,Bangalore,Sports,Shoes,1,1180.37,0,1180.37,1180.37,292.8,Wallet,59,Female
472,2024-01-04,South,Pune,Clothing,Jeans,1,2540.4,10,2286.36,2286.36,845.78,Cash,52,Other
473,2023-06-29,South,Chennai,Sports,Yoga Mat,4,3767.08,0,3767.08,15068.32,5572.16,Cash,32,Female
474,2023-04-18,West,Hyderabad,Clothing,Kurta,4,2228.58,0,2228.58,8914.32,3284.8,Wallet,36,Female
475,2023-02-08,North,Chennai,Home & Kitchen,Storage Box,4,3105.13,0,3105.13,12420.52,3711.2,UPI,37,Female
476,2024-04-25,South,Kolkata,Clothing,Saree,5,547.82,0,547.82,2739.1,697.05,Cash,49,Other
477,2023-05-24,West,Bangalore,Grocery,Snacks,4,167.35,0,167.35,669.4,291.64,Wallet,22,Female
478,2023-01-15,South,Chennai,Grocery,Rice Bag,3,1313.04,10,1181.74,3545.22,1284.51,Cash,20,Female
479,2023-08-24,North,Mumbai,Clothing,Kurta,2,3025.77,5,2874.48,5748.96,2232.56,UPI,27,Female
480,2023-10-08,West,Kolkata,Grocery,Rice Bag,2,4044.94,10,3640.45,7280.9,2562.52,Card,30,Female
481,2024-03-18,North,Pune,Sports,Football,3,3122.24,0,3122.24,9366.72,3971.43,Wallet,44,Female
482,2024-09-29,East,Chennai,Beauty,Body Lotion,3,3876.64,0,3876.64,11629.92,2602.44,Cash,23,Other
483,2024-06-09,East,Hyderabad,Electronics,Smartphone,3,2737.83,0,2737.83,8213.49,1974.87,Wallet,50,Male
484,2023-05-11,South,Bangalore,Electronics,Headphones,5,3365.67,10,3029.1,15145.5,5508.35,Card,55,Male
485,2023-09-10,West,Hyderabad,Clothing,T-Shirt,2,2547.22,5,2419.86,4839.72,1477.1,UPI,54,Other
486,2024-12-30,North,Bangalore,Beauty,Body Lotion,4,2155.01,10,1939.51,7758.04,2485.28,UPI,30,Other
487,2023-09-08,West,Mumbai,Electronics,Smartwatch,4,2992.14,20,2393.71,9574.84,3438.72,Card,41,Female
488,2023-07-25,South,Mumbai,Beauty,Shampoo,4,1129.14,0,1129.14,4516.56,1222.48,Card,31,Male
489,2023-02-20,East,Hyderabad,Home & Kitchen,Bedsheet,2,2103.01,20,1682.41,3364.82,1520.44,Card,22,Male
490,2024-02-22,South,Pune,Grocery,Milk Pack,1,1009.67,20,807.74,807.74,222.91,Cash,20,Male
491,2024-12-13,West,Delhi,Electronics,Headphones,5,4149.79,10,3734.81,18674.05,8718.35,Card,22,Female
492,2023-08-27,South,Pune,Clothing,T-Shirt,1,1618.05,15,1375.34,1375.34,504.76,Cash,59,Female
493,2023-05-15,South,Pune,Sports,Cricket Bat,1,1848.74,5,1756.3,1756.3,441.59,Card,42,Female
494,2023-09-10,North,Delhi,Clothing,Jacket,5,1608.2,20,1286.56,6432.8,2585.85,Cash,59,Female
495,2023-10-02,North,Mumbai,Clothing,T-Shirt,1,2577.61,0,2577.61,2577.61,1042.43,Wallet,26,Other
496,2024-11-15,North,Chennai,Clothing,T-Shirt,3,4161.47,0,4161.47,12484.41,3025.65,Wallet,59,Female
497,2023-11-26,East,Delhi,Grocery,Rice Bag,1,1789.43,10,1610.49,1610.49,604.97,Wallet,39,Female
498,2023-04-23,East,Pune,Grocery,Snacks,1,885.79,20,708.63,708.63,266.92,Cash,49,Male
499,2023-02-11,West,Delhi,Home & Kitchen,Lamp,4,1225.03,20,980.02,3920.08,1765.68,Card,57,Male
500,2023-01-18,East,Bangalore,Clothing,Saree,5,3621.82,15,3078.55,15392.75,5318.5,Card,39,Male
501,2024-03-02,West,Mumbai,Grocery,Snacks,1,1791.63,10,1612.47,1612.47,451.94,Wallet,31,Other
502,2023-03-22,South,Hyderabad,Electronics,Headphones,2,1835.93,15,1560.54,3121.08,1015.46,UPI,51,Other
503,2023-09-03,North,Pune,Electronics,Speaker,1,1138.28,10,1024.45,1024.45,436.82,Wallet,36,Other
504,2023-05-19,South,Mumbai,Clothing,T-Shirt,4,2902.37,10,2612.13,10448.52,3478.68,Card,50,Other
505,2024-02-24,South,Hyderabad,Electronics,Smartphone,1,2750.43,5,2612.91,2612.91,983.61,Wallet,59,Male
506,2024-02-05,South,Chennai,Home & Kitchen,Mixer,1,1097.97,5,1043.07,1043.07,392.62,UPI,18,Male
507,2023-08-18,East,Delhi,Grocery,Snacks,2,208.49,20,166.79,333.58,97.08,Cash,46,Female
508,2024-02-19,West,Delhi,Clothing,Jeans,2,2610.2,20,2088.16,4176.32,1597.2,Card,20,Other
509,2023-07-31,East,Hyderabad,Clothing,Saree,2,2588.24,20,2070.59,4141.18,1105.92,Card,34,Other
510,2024-10-18,South,Bangalore,Grocery,Cooking Oil,3,438.32,20,350.66,1051.98,397.2,Card,46,Female
511,2024-01-21,North,Hyderabad,Clothing,Saree,5,1187.31,5,1127.94,5639.7,2391.35,Wallet,42,Male
512,2023-01-05,West,Kolkata,Sports,Shoes,4,3516.65,0,3516.65,14066.6,5070.76,Cash,39,Male
513,2024-10-02,East,Pune,Beauty,Perfume,1,2476.96,10,2229.26,2229.26,923.69,Card,24,Female
514,2024-09-28,East,Hyderabad,Electronics,Smartphone,5,998.87,5,948.93,4744.65,1796.45,UPI,32,Male
515,2023-04-13,South,Hyderabad,Sports,Shoes,3,165.5,0,165.5,496.5,128.55,UPI,19,Male
516,2024-12-28,South,Pune,Sports,Cricket Bat,4,990.44,15,841.87,3367.48,827.12,Wallet,35,Male
517,2023-10-10,South,Chennai,Grocery,Cooking Oil,2,2615.5,15,2223.17,4446.34,893.02,Cash,59,Other
518,2024-11-15,South,Delhi,Home & Kitchen,Cookware Set,5,2287.3,10,2058.57,10292.85,4064.05,Card,57,Female
519,2024-04-10,North,Mumbai,Sports,Yoga Mat,3,3562.51,15,3028.13,9084.39,3276.99,Wallet,28,Female
520,2023-08-04,South,Chennai,Sports,Football,2,1814.73,10,1633.26,3266.52,1261.64,UPI,19,Other
521,2024-02-01,West,Bangalore,Beauty,Body Lotion,1,1928.88,15,1639.55,1639.55,772.87,UPI,32,Male
522,2024-09-14,North,Bangalore,Clothing,Jeans,1,2946.97,0,2946.97,2946.97,957.43,Wallet,54,Female
523,2023-10-06,North,Kolkata,Beauty,Perfume,5,1815.99,5,1725.19,8625.95,2350.15,Cash,52,Male
524,2024-06-21,South,Bangalore,Electronics,Smartphone,5,1115.49,15,948.17,4740.85,1314.75,UPI,24,Female
525,2024-07-04,South,Delhi,Beauty,Perfume,4,1055.38,15,897.07,3588.28,1373.48,Cash,34,Female
526,2024-02-28,East,Delhi,Home & Kitchen,Lamp,3,2222.5,5,2111.38,6334.14,1477.5,Wallet,54,Male
527,2023-07-21,South,Chennai,Home & Kitchen,Mixer,5,3198.72,5,3038.78,15193.9,6198.05,Card,30,Male
528,2023-03-16,North,Pune,Electronics,Headphones,3,1427.62,10,1284.86,3854.58,1712.94,UPI,19,Other
529,2024-07-16,East,Hyderabad,Clothing,Jeans,4,3649.29,10,3284.36,13137.44,5828.08,Card,34,Other
530,2023-01-28,North,Delhi,Home & Kitchen,Lamp,2,3511.17,15,2984.49,5968.98,2189.68,Wallet,40,Other
531,2024-10-01,West,Kolkata,Grocery,Rice Bag,2,4796.64,0,4796.64,9593.28,4013.98,UPI,55,Other
532,2024-05-18,North,Hyderabad,Home & Kitchen,Bedsheet,1,1393.9,10,1254.51,1254.51,387.75,Card,18,Other
533,2024-12-29,East,Bangalore,Clothing,T-Shirt,5,4147.0,20,3317.6,16588.0,4837.2,UPI,30,Male
534,2023-07-01,East,Hyderabad,Sports,Cricket Bat,3,3016.99,5,2866.14,8598.42,2591.64,Card,32,Male
535,2023-06-07,North,Pune,Home & Kitchen,Mixer,4,2361.46,15,2007.24,8028.96,2150.96,Card,37,Other
536,2024-10-15,West,Mumbai,Home & Kitchen,Storage Box,4,837.98,0,837.98,3351.92,1209.4,Card,39,Female
537,2024-01-21,East,Kolkata,Home & Kitchen,Cookware Set,5,4408.01,10,3967.21,19836.05,5012.6,Wallet,23,Other
538,2023-08-21,South,Chennai,Electronics,Headphones,1,4499.8,10,4049.82,4049.82,1400.18,Cash,46,Female
539,2023-08-17,East,Delhi,Home & Kitchen,Lamp,5,4144.54,5,3937.31,19686.55,5425.6,Wallet,50,Female
540,2023-07-06,North,Delhi,Grocery,Milk Pack,5,429.55,10,386.6,1933.0,387.25,Card,48,Male
541,2024-11-22,East,Chennai,Sports,Dumbbells,3,4052.66,5,3850.03,11550.09,5755.23,Card,44,Male
542,2023-12-25,South,Kolkata,Home & Kitchen,Lamp,3,2898.7,20,2318.96,6956.88,2814.54,UPI,52,Male
543,2023-04-23,South,Delhi,Clothing,Jeans,4,4469.38,20,3575.5,14302.0,3788.28,Cash,28,Female
544,2023-04-16,East,Pune,Sports,Football,4,3306.28,10,2975.65,11902.6,5895.08,Wallet,48,Other
545,2024-04-21,West,Bangalore,Beauty,Makeup Kit,2,3560.18,15,3026.15,6052.3,2955.46,Card,32,Female
546,2024-10-10,North,Kolkata,Home & Kitchen,Cookware Set,3,126.2,10,113.58,340.74,106.53,UPI,38,Male
547,2023-04-09,South,Mumbai,Clothing,T-Shirt,5,2975.99,0,2975.99,14879.95,7130.5,Card,46,Other
548,2023-07-29,North,Hyderabad,Grocery,Spices,3,2267.24,5,2153.88,6461.64,2962.47,UPI,42,Male
549,2024-10-01,South,Kolkata,Sports,Shoes,4,2890.47,10,2601.42,10405.68,2302.36,Wallet,45,Female
550,2023-09-08,West,Mumbai,Sports,Dumbbells,5,3202.06,20,2561.65,12808.25,2578.45,Cash,29,Female
551,2023-07-22,East,Hyderabad,Sports,Shoes,2,3282.59,0,3282.59,6565.18,2374.3,Card,55,Female
552,2024-08-29,South,Mumbai,Beauty,Face Cream,1,2569.62,10,2312.66,2312.66,578.51,Card,44,Female
553,2024-07-09,South,Delhi,Beauty,Shampoo,2,639.31,10,575.38,1150.76,517.6,Wallet,22,Female
554,2023-02-27,North,Bangalore,Electronics,Speaker,1,3256.86,0,3256.86,3256.86,994.67,Wallet,27,Female
555,2024-02-08,East,Hyderabad,Sports,Shoes,3,3764.19,15,3199.56,9598.68,3607.68,Card,57,Female
556,2024-06-09,West,Delhi,Sports,Shoes,4,307.48,5,292.11,1168.44,350.16,UPI,46,Female
557,2024-09-14,North,Hyderabad,Home & Kitchen,Mixer,2,193.81,0,193.81,387.62,122.92,Card,32,Female
558,2024-05-15,West,Mumbai,Sports,Yoga Mat,4,2328.87,15,1979.54,7918.16,1676.48,Cash,20,Female
559,2023-04-05,West,Hyderabad,Grocery,Spices,4,2493.63,20,1994.9,7979.6,3621.88,UPI,54,Other
560,2023-08-17,South,Kolkata,Electronics,Smartwatch,1,1457.36,15,1238.76,1238.76,590.19,Wallet,28,Female
561,2023-04-09,East,Kolkata,Clothing,Saree,4,1839.13,15,1563.26,6253.04,3066.96,Wallet,57,Other
562,2024-12-26,North,Pune,Electronics,Smartwatch,2,514.37,15,437.21,874.42,206.1,Wallet,33,Female
563,2024-06-29,West,Bangalore,Home & Kitchen,Bedsheet,3,1135.04,20,908.03,2724.09,564.27,Cash,44,Male
564,2023-09-27,North,Delhi,Clothing,Jacket,5,4020.36,0,4020.36,20101.8,4037.0,Wallet,37,Male
565,2023-12-31,West,Mumbai,Grocery,Rice Bag,5,4497.09,0,4497.09,22485.45,8105.95,UPI,48,Female
566,2023-02-04,North,Mumbai,Sports,Dumbbells,5,405.73,15,344.87,1724.35,682.4,Card,29,Other
567,2023-04-21,South,Mumbai,Sports,Cricket Bat,1,3379.61,5,3210.63,3210.63,701.88,Card,36,Other
568,2024-10-02,East,Mumbai,Beauty,Body Lotion,3,3968.11,15,3372.89,10118.67,4548.99,Cash,37,Male
569,2023-05-26,South,Delhi,Sports,Dumbbells,2,1415.95,5,1345.15,2690.3,1284.76,Card,32,Other
570,2024-08-09,East,Bangalore,Home & Kitchen,Cookware Set,5,2696.42,20,2157.14,10785.7,2936.0,Cash,57,Female
571,2024-04-16,North,Chennai,Clothing,Saree,4,1464.01,10,1317.61,5270.44,2119.36,Wallet,25,Male
572,2023-06-02,South,Mumbai,Electronics,Speaker,5,1239.28,15,1053.39,5266.95,1327.35,Cash,45,Other
573,2024-01-15,East,Chennai,Electronics,Smartphone,1,1833.11,20,1466.49,1466.49,705.72,Card,54,Male
574,2024-09-01,East,Hyderabad,Electronics,Smartphone,2,4064.22,5,3861.01,7722.02,3067.24,Wallet,41,Other
575,2024-08-29,South,Delhi,Electronics,Smartphone,2,4163.64,10,3747.28,7494.56,2480.54,UPI,49,Female
576,2024-11-02,West,Kolkata,Electronics,Laptop,5,2444.63,5,2322.4,11612.0,4045.0,Card,41,Male
577,2023-10-10,South,Hyderabad,Beauty,Perfume,3,115.39,15,98.08,294.24,104.07,Wallet,34,Male
578,2023-05-03,East,Bangalore,Sports,Yoga Mat,1,2351.96,5,2234.36,2234.36,565.93,Cash,59,Other
579,2023-07-29,South,Kolkata,Grocery,Milk Pack,5,2151.18,0,2151.18,10755.9,4762.5,Wallet,42,Other
580,2024-11-26,West,Delhi,Grocery,Spices,2,3369.34,0,3369.34,6738.68,1626.3,Cash,32,Female
581,2023-01-05,South,Delhi,Clothing,Jeans,5,4948.31,0,4948.31,24741.55,5390.55,UPI,43,Male
582,2024-06-30,West,Mumbai,Clothing,Saree,3,2661.52,20,2129.22,6387.66,1772.61,Wallet,29,Female
583,2024-05-07,West,Mumbai,Sports,Cricket Bat,4,3466.49,15,2946.52,11786.08,4615.16,Wallet,52,Female
584,2024-02-07,West,Hyderabad,Sports,Football,2,703.84,15,598.26,1196.52,448.88,Cash,49,Other
585,2023-03-10,East,Pune,Beauty,Body Lotion,5,4460.43,0,4460.43,22302.15,9976.9,UPI,36,Female
586,2023-04-23,North,Delhi,Sports,Shoes,5,2938.64,5,2791.71,13958.55,3337.75,Cash,21,Other
587,2024-08-23,South,Hyderabad,Beauty,Perfume,4,2808.05,0,2808.05,11232.2,3117.16,Cash,55,Other
588,2024-11-05,North,Hyderabad,Beauty,Makeup Kit,4,909.98,10,818.98,3275.92,1423.0,Wallet,51,Female
589,2023-11-26,West,Chennai,Grocery,Spices,5,2925.41,0,2925.41,14627.05,3866.05,UPI,49,Female
590,2023-10-04,South,Hyderabad,Grocery,Milk Pack,3,4700.59,10,4230.53,12691.59,5060.85,Card,48,Female
591,2024-01-28,South,Mumbai,Grocery,Rice Bag,5,4000.04,15,3400.03,17000.15,5068.95,UPI,58,Female
592,2023-06-09,South,Bangalore,Clothing,Saree,5,4382.95,15,3725.51,18627.55,9310.1,Wallet,59,Female
593,2023-10-04,South,Hyderabad,Sports,Cricket Bat,2,362.22,15,307.89,615.78,169.3,Wallet,53,Male
594,2024-09-01,South,Pune,Grocery,Spices,1,2816.25,20,2253.0,2253.0,1063.12,UPI,25,Other
595,2024-08-15,East,Hyderabad,Home & Kitchen,Mixer,2,4747.66,10,4272.89,8545.78,3662.34,Card,30,Other
596,2024-04-05,East,Hyderabad,Beauty,Shampoo,5,2384.87,0,2384.87,11924.35,3449.15,UPI,19,Female
597,2024-05-14,West,Bangalore,Beauty,Shampoo,2,2613.32,20,2090.66,4181.32,1125.46,UPI,46,Male
598,2023-03-28,South,Bangalore,Sports,Shoes,2,936.47,20,749.18,1498.36,406.26,Wallet,34,Other
599,2024-04-14,North,Chennai,Electronics,Speaker,3,3114.13,0,3114.13,9342.39,3358.59,UPI,48,Female
600,2023-12-07,North,Bangalore,Sports,Cricket Bat,5,346.19,15,294.26,1471.3,612.75,UPI,26,Other
601,2023-02-27,North,Bangalore,Home & Kitchen,Storage Box,1,4000.44,10,3600.4,3600.4,1315.18,UPI,26,Female
602,2023-05-25,North,Delhi,Sports,Cricket Bat,4,3650.53,0,3650.53,14602.12,4636.24,UPI,25,Female
603,2023-08-03,North,Delhi,Grocery,Snacks,3,950.13,0,950.13,2850.39,902.91,Cash,59,Male
604,2024-05-27,South,Pune,Sports,Dumbbells,3,3778.77,10,3400.89,10202.67,3107.19,Card,50,Female
605,2023-06-30,North,Pune,Beauty,Face Cream,2,3419.23,20,2735.38,5470.76,1364.84,Wallet,23,Female
606,2023-02-20,East,Delhi,Sports,Cricket Bat,2,1658.44,20,1326.75,2653.5,668.52,Card,25,Male
607,2024-10-09,South,Hyderabad,Electronics,Smartphone,1,1485.73,10,1337.16,1337.16,530.15,Cash,38,Female
608,2023-04-06,North,Hyderabad,Home & Kitchen,Storage Box,3,1539.5,10,1385.55,4156.65,1283.88,Card,34,Female
609,2023-09-07,North,Mumbai,Home & Kitchen,Bedsheet,3,1042.32,15,885.97,2657.91,652.71,Cash,54,Male
610,2024-02-26,North,Hyderabad,Sports,Yoga Mat,3,2581.02,5,2451.97,7355.91,1663.32,Card,53,Female
611,2024-11-20,North,Pune,Beauty,Face Cream,2,2332.53,5,2215.9,4431.8,1263.88,Card,58,Other
612,2023-09-30,South,Kolkata,Electronics,Smartphone,4,3151.18,10,2836.06,11344.24,4610.72,Cash,52,Female
613,2023-11-22,East,Chennai,Home & Kitchen,Storage Box,3,4262.72,5,4049.58,12148.74,4822.86,UPI,57,Male
614,2024-08-12,East,Chennai,Grocery,Rice Bag,1,4683.87,5,4449.68,4449.68,985.21,Cash,44,Male
615,2024-03-28,South,Chennai,Beauty,Makeup Kit,1,1275.95,15,1084.56,1084.56,453.47,Card,31,Male
616,2023-12-04,East,Delhi,Grocery,Spices,5,2288.9,5,2174.46,10872.3,4818.4,UPI,41,Male
617,2024-09-22,North,Bangalore,Clothing,Kurta,2,4533.36,15,3853.36,7706.72,2110.4,Wallet,27,Male
618,2024-11-07,North,Hyderabad,Home & Kitchen,Lamp,3,4531.36,20,3625.09,10875.27,5063.1,Card,44,Female
619,2024-04-20,East,Hyderabad,Home & Kitchen,Bedsheet,1,133.7,15,113.64,113.64,27.33,Wallet,43,Male
620,2023-01-29,West,Mumbai,Electronics,Headphones,2,4295.05,5,4080.3,8160.6,1887.8,UPI,40,Female
621,2024-04-13,West,Kolkata,Electronics,Smartwatch,4,1638.0,0,1638.0,6552.0,2411.04,UPI,19,Other
622,2024-06-02,West,Bangalore,Electronics,Smartphone,3,1776.33,0,1776.33,5328.99,1284.6,Wallet,39,Other
623,2023-04-24,East,Bangalore,Clothing,Kurta,5,3701.14,0,3701.14,18505.7,8603.7,Wallet,32,Female
624,2023-04-21,North,Bangalore,Beauty,Shampoo,2,1569.72,15,1334.26,2668.52,746.74,Wallet,42,Female
625,2024-11-27,West,Chennai,Home & Kitchen,Mixer,5,2959.66,5,2811.68,14058.4,4723.5,Card,40,Male
626,2024-01-28,East,Hyderabad,Beauty,Shampoo,4,2948.94,20,2359.15,9436.6,2394.12,UPI,39,Male
627,2024-05-12,North,Chennai,Sports,Dumbbells,3,2113.2,5,2007.54,6022.62,2420.85,Wallet,25,Other
628,2024-12-10,East,Hyderabad,Sports,Yoga Mat,3,4024.81,20,3219.85,9659.55,4543.65,UPI,54,Female
629,2024-10-07,East,Bangalore,Home & Kitchen,Lamp,3,4904.78,20,3923.82,11771.46,5086.65,Wallet,19,Male
630,2023-04-06,South,Kolkata,Beauty,Shampoo,1,3528.56,10,3175.7,3175.7,960.28,UPI,45,Male
631,2024-11-02,North,Pune,Beauty,Body Lotion,4,606.0,5,575.7,2302.8,606.0,Cash,25,Male
632,2024-07-31,South,Mumbai,Grocery,Spices,5,1306.6,15,1110.61,5553.05,1138.0,UPI,26,Male
633,2023-02-04,West,Hyderabad,Electronics,Smartphone,2,2213.05,5,2102.4,4204.8,2038.88,UPI,42,Female
634,2023-02-23,West,Bangalore,Home & Kitchen,Bedsheet,4,2665.57,20,2132.46,8529.84,2693.8,Cash,18,Female
635,2023-11-02,East,Chennai,Electronics,Headphones,1,2930.4,5,2783.88,2783.88,704.14,Cash,34,Male
636,2023-08-04,North,Hyderabad,Clothing,Jeans,3,1819.01,0,1819.01,5457.03,2191.26,Wallet,43,Female
637,2023-11-26,South,Delhi,Clothing,T-Shirt,5,514.97,0,514.97,2574.85,1010.65,Cash,23,Other
638,2024-06-09,East,Bangalore,Grocery,Spices,3,1184.07,20,947.26,2841.78,929.43,Cash,44,Other
639,2024-05-19,East,Pune,Grocery,Snacks,5,2349.71,20,1879.77,9398.85,4123.5,Card,23,Other
640,2024-06-08,North,Mumbai,Clothing,Jacket,5,4675.37,0,4675.37,23376.85,8737.6,Wallet,51,Female
641,2024-03-13,East,Delhi,Sports,Yoga Mat,2,4691.83,5,4457.24,8914.48,3366.78,Wallet,23,Other
642,2023-07-13,East,Pune,Beauty,Shampoo,3,3316.41,5,3150.59,9451.77,3784.17,Card,31,Male
643,2023-12-06,North,Kolkata,Home & Kitchen,Lamp,5,1197.51,15,1017.88,5089.4,2367.05,Wallet,36,Male
644,2024-05-03,North,Hyderabad,Clothing,Saree,3,315.8,10,284.22,852.66,406.68,Cash,36,Female
645,2024-09-15,East,Bangalore,Home & Kitchen,Cookware Set,4,2798.25,5,2658.34,10633.36,2657.36,Wallet,57,Female
646,2023-05-10,East,Hyderabad,Home & Kitchen,Lamp,5,2247.07,10,2022.36,10111.8,2136.85,Wallet,52,Female
647,2024-10-15,East,Delhi,Beauty,Perfume,4,2124.55,5,2018.32,8073.28,2734.12,Cash,54,Female
648,2024-10-25,East,Kolkata,Electronics,Smartphone,4,2826.01,15,2402.11,9608.44,2189.04,Card,21,Other
649,2024-01-31,North,Bangalore,Sports,Dumbbells,5,1178.43,20,942.74,4713.7,1352.65,Wallet,20,Female
650,2024-01-08,East,Kolkata,Clothing,Kurta,3,1385.48,20,1108.38,3325.14,828.12,Card,24,Male
651,2023-12-13,North,Pune,Electronics,Speaker,4,4590.46,5,4360.94,17443.76,7065.16,UPI,33,Male
652,2023-12-29,South,Delhi,Sports,Dumbbells,3,547.73,5,520.34,1561.02,760.35,UPI,46,Male
653,2023-07-29,East,Bangalore,Beauty,Shampoo,4,2275.13,20,1820.1,7280.4,2202.92,UPI,47,Male
654,2023-08-16,East,Mumbai,Beauty,Perfume,2,1262.01,15,1072.71,2145.42,828.74,Wallet,40,Other
655,2023-11-20,South,Pune,Electronics,Laptop,2,4236.64,5,4024.81,8049.62,2783.32,Wallet,54,Other
656,2023-01-25,South,Kolkata,Sports,Football,2,2907.91,10,2617.12,5234.24,1738.7,UPI,59,Female
657,2024-02-05,West,Bangalore,Clothing,Jacket,3,3592.95,15,3054.01,9162.03,3689.52,Wallet,34,Other
658,2024-10-21,North,Mumbai,Sports,Dumbbells,1,1133.34,10,1020.01,1020.01,220.29,Cash,37,Other
659,2024-10-09,West,Mumbai,Grocery,Cooking Oil,3,2326.58,5,2210.25,6630.75,3264.12,Card,29,Female
660,2023-09-30,South,Mumbai,Beauty,Face Cream,1,2211.82,10,1990.64,1990.64,434.84,Card,40,Male
661,2024-04-19,East,Kolkata,Sports,Yoga Mat,2,3151.49,20,2521.19,5042.38,2056.46,Card,40,Male
662,2024-11-06,South,Mumbai,Electronics,Speaker,1,885.11,20,708.09,708.09,233.93,UPI,42,Other
663,2023-08-19,East,Mumbai,Sports,Cricket Bat,2,4500.03,0,4500.03,9000.06,2635.92,Cash,47,Female
664,2023-10-19,East,Kolkata,Home & Kitchen,Cookware Set,1,356.72,10,321.05,321.05,102.5,Card,51,Other
665,2023-06-22,East,Pune,Grocery,Rice Bag,2,1245.68,10,1121.11,2242.22,562.7,UPI,39,Other
666,2023-05-13,North,Chennai,Sports,Shoes,5,1592.55,0,1592.55,7962.75,3428.4,Card,19,Other
667,2023-01-05,East,Bangalore,Beauty,Shampoo,4,276.06,5,262.26,1049.04,508.6,Wallet,28,Female
668,2024-10-17,North,Hyderabad,Grocery,Rice Bag,1,147.47,10,132.72,132.72,65.22,Card,43,Female
669,2023-01-12,North,Hyderabad,Electronics,Speaker,1,3958.12,5,3760.21,3760.21,1216.41,Cash,30,Female
670,2024-03-14,South,Bangalore,Electronics,Headphones,4,4871.62,5,4628.04,18512.16,8912.4,UPI,44,Female
671,2024-05-19,East,Chennai,Home & Kitchen,Lamp,3,2873.75,15,2442.69,7328.07,2727.24,Card,34,Other
672,2023-10-07,North,Bangalore,Beauty,Face Cream,5,1656.02,15,1407.62,7038.1,1793.35,Wallet,22,Male
673,2024-01-28,West,Chennai,Home & Kitchen,Lamp,2,567.27,15,482.18,964.36,467.56,Wallet,29,Female
674,2023-08-02,West,Delhi,Home & Kitchen,Cookware Set,5,509.27,5,483.81,2419.05,728.5,Wallet,54,Other
675,2024-12-14,West,Chennai,Home & Kitchen,Lamp,5,1738.57,15,1477.78,7388.9,2156.5,UPI,36,Other
676,2024-07-05,North,Mumbai,Beauty,Face Cream,5,2902.78,20,2322.22,11611.1,3157.65,Wallet,46,Other
677,2023-01-12,North,Hyderabad,Home & Kitchen,Bedsheet,4,3696.14,15,3141.72,12566.88,4746.32,Cash,49,Other
678,2023-06-25,South,Delhi,Clothing,Jacket,2,377.73,15,321.07,642.14,208.4,Cash,36,Other
679,2023-11-08,East,Bangalore,Beauty,Body Lotion,2,1047.83,20,838.26,1676.52,664.84,Cash,53,Female
680,2024-11-03,North,Mumbai,Sports,Shoes,1,1226.97,10,1104.27,1104.27,337.43,UPI,32,Female
681,2024-11-21,East,Pune,Home & Kitchen,Storage Box,1,791.43,15,672.72,672.72,315.05,UPI,22,Male
682,2023-12-07,South,Hyderabad,Beauty,Shampoo,4,3316.29,10,2984.66,11938.64,4678.24,Wallet,21,Other
683,2023-09-10,West,Bangalore,Home & Kitchen,Cookware Set,5,4949.81,20,3959.85,19799.25,4003.9,Cash,59,Other
684,2024-04-28,North,Pune,Electronics,Laptop,4,4888.67,10,4399.8,17599.2,5748.92,Wallet,48,Female
685,2023-10-23,North,Bangalore,Sports,Yoga Mat,3,4927.36,5,4680.99,14042.97,5191.56,Card,27,Female
686,2024-01-31,South,Mumbai,Sports,Yoga Mat,2,3131.98,0,3131.98,6263.96,2191.06,Wallet,33,Male
687,2024-11-02,North,Pune,Beauty,Body Lotion,5,2205.15,0,2205.15,11025.75,5085.6,Cash,38,Female
688,2024-06-15,South,Chennai,Beauty,Shampoo,4,3055.64,5,2902.86,11611.44,4922.36,Cash,34,Female
689,2023-08-13,South,Bangalore,Electronics,Headphones,1,2511.94,0,2511.94,2511.94,764.56,Wallet,59,Male
690,2023-08-04,North,Pune,Grocery,Snacks,2,3052.1,15,2594.28,5188.56,2434.2,UPI,43,Female
691,2024-06-10,West,Chennai,Grocery,Snacks,3,4897.84,10,4408.06,13224.18,2788.35,Cash,20,Female
